Code-barres;Prix
X0020KEJIF;8,76
B0B1WHVW4D;8,3
X0017P6EVJ;11,87
X001ZM2GT3;7,4
X00103ILRN;21,77
X0020HSAZB;8,77
X002022IRR;7,82
X0020KD2MT;8,6
X001ILE3TH;11,27
X00208DVN1;9,46
X001XIUF8D;11,44
X001Z4V43P;13,49
X0020KETU3;8,17
X00194C9ZD;16,35
X001UX4L63;17,74
X001Z3M78R;8,11
X001XNNY27;7,91
X00208QNHR;12,31
X0017P6H7Z;12,65
X0020HW5PH;15,84
X00208C0VZ;8,41
X0020KD2UB;8,26
X001J2QUUP;15,98
X0017ALSBZ;12,05
X001R5SK6L;8,6
X001CIFVN3;9,41
X0020CE929;12,31
X0020KB8WZ;8,95
X001SLN34D;7,22
X001JPI5B9;8,95
X001I3UIDP;7,91
X001Y9STXJ;6,92
X001ZXA6ZX;14,74
X001ZB2HSJ;8,52
X001KKXOZP;9,72
X001ZSB28N;9,2
X002021IV9;13,76
X00204FN9P;7,82
X0010049IB;6,89
X001VKXI69;8,34
X0020KFU83;8,76
X0020HWW5P;9,04
X00209BOAR;17,34
X0013DOZ3T;12,13
X00204MCWB;11,26
X0010Z7SZ7;10,07
X00204KV5V;7,68
X001EEX2O5;8,86
X001Q9FRM3;9,47
X001OKGCIH;8,32
X001M0JN0D;13,6
X001OVSIPL;12,05
X001ZN4D6B;8
X0020HSHGX;8,77
X00208QNGX;8,16
X001X0AB8F;7,4
X001MQBR83;20,06
X0020KB8MF;13,62
X0021B3PVF;12,03
X0020NZ3VJ;11,26
X00204OLBV;12,91
X001XUQASF;8,86
X0020QPHQR;7,93
X001IP8MU9;8,44
X0020KD1TN;10,32
X001ZX7D3L;12,91
X001T8EGH3;9,8
X00111OSFD;14,46
X00204FM5P;12,65
X0020WFYC3;6,71
B0CGRXL5ZN;16,03
X00204MB3V;11,44
X0020KEVU1;7,13
X00139RXB9;27,29
X001ZIUN51;9,55
X001T8IWQJ;10
X0020KAUAB;7,83
X0012CVV79;10,32
X001ZSB29R;8,17
X001RCUQXJ;8,69
X001YOJH99;7,88
X0020FBGVD;8,69
X00208NB95;15,49
X001OO2YZX;18,2
X001XIUFBP;17,89
X001Q2UHH5;10,09
X001NJAIC5;7,48
X001ZX35W9;8,63
X001SLKG4N;9,72
X001QER3NT;14,2
X0020HSGG9;9,12
X0020KENWR;11,53
X0020KF015;7,8
X0017P2J09;20,57
X002026U7L;7,44
X0020KEVO7;10,32
X0020CEAUF;11,11
X0020KF033;9,89
X001XDPFIX;10,84
X001Z3OKMN;13,08
X001MAP5LT;10,32
X0011H1HX3;13
X0021IQOOD;8,57
X001UR3G8X;9,94
X0020KEO2L;9,11
X0021CTQHL;13,94
X0020KD319;9,89
X001ICLCPT;7,31
X001ZNDALZ;7,82
X001ZXA51X;8,77
X0021KIYVR;7,48
X001W52157;8,59
X001ZURVBX;13,99
X001ZYDSWF;7,4
X001ZYGH7D;14,51
X001ZX8RNL;9,98
X001V8ZJG3;7,72
X0020KENF9;7,39
X001AJWD3Z;22,64
X0020KELXN;7,16
X001ETSZ9H;9,55
X001OBXIK1;8
X001IMWZ23;9,5
X0020HSHO5;12,22
X001B846U3;12,83
X000YFOD6V;7,01
X0010O1DWR;9,12
X00204FMHN;7,57
B01D1SI5F4;10,66
X00270FQGR;9,74
X001P09BCF;7,4
X001QUAOSJ;12,31
X001QJFS5J;9,12
X001MDBF79;8,59
X001ZX7E03;6,89
X0020KENTP;11,2
X001YDSRLJ;9,89
X001JAW6K5;8,52
X001AUFKBB;8,52
X001ZX562V;11,12
X001XNKQFP;8,34
X001X2SEF5;8,69
X001U9CCIV;12,13
X0020KD34V;9,89
X0020VTOST;9,64
X001829YLN;14,89
X001HFAMT9;11,7
ZZVRRQOO82;7,74
ZZVR9NFDJW;1,78
X001Y15MUZ;15,61
X001R2JJJ1;8,6
X001159IBX;19,37
ZZVTB4BZ76;15,35
X001YTLGWF;5,16
X0020JBYC5;8,77
X001XYYQZ5;7,74
ZZVTB0HHS6;15,35
X0011XK80P;12
X0021FGDF1;6,59
X001Z3HCV9;10,32
ZZVR7ZTK0K;2,28
ZZVWAQKWNU;25
ZZVRFJUJFI;1,75
X001JCGQYF;8,59
X001KE85DH;4,85
ZZVRKS6G8S;24,95
ZZVPS3ARVY;1,22
X00225HZ93;12,39
X001WOWKA9;26,99
X001YGFLM9;11,8
X001CETE8F;10,94
X001XJGQET;9,77
X001BPZ7FJ;17,99
X001PAIXXN;8,63
X001WRCV55;9,99
X001AD71SD;8,69
X00103EVI1;8,69
X00204MEI3;12,72
ZZWXZYP73A;10,98
X001HKLEHD;11,62
X00209DVC1;18,51
ZZVRZVKJ74;2,95
X0020WT68L;8,89
X001WGO2XF;11,78
ZZW2S1HIWY;2,18
X00217KGON;7,15
X001XHMJZV;17,36
ZZW8BOOPKA;11,08
X000UY4WSZ;12,04
X0023K3UO1;9,01
X001UVYXU9;9,64
X001SZ3G19;13,77
X001U0H65J;14,2
X001VXE3OR;6,62
ZZVWFK3ZOO;4,99
X0022DBNVL;7,06
X001YA3QSL;7,39
X001XAGNFZ;14,87
X001V7STYN;11,35
X001CRKASP;16,09
X00203I38T;8,7
X001QZGGDV;12,47
X0024A8E91;4,3
X001GEJQSJ;11,7
X001R1UZIB;7,92
X001ZJ369Z;15,42
X00208LQ6Z;8,86
X00111I773;7,26
X002025UTP;7,82
ZZVRAQ7B0W;14,9
X001UB8J3L;15,36
X001XS46LZ;8,52
X001TB4L2F;3,01
ZZVU1T7IDK;4,31
X00217SFWN;2,08
ZZVTUBIXT8;11,6
X001U0H6I1;12,91
ZZVRY84IDO;24,95
X001MA401P;12,74
X001JPAQSJ;9,89
ZZVVM6FSS8;49,99
X001Z4338J;13,53
X001Y97XSB;7,82
X001HTYYLH;8,59
X001JK8Q6N;9,85
X001WFLURR;11,44
X001P9OENH;22,44
X0020N3DNT;8,65
X00172XYIX;9,81
X001U2OFBZ;7,29
X001U0VOB1;11,79
ZZW9FIWE18;10
ZZVSPDJ34G;12,5
X00232GQWR;12
X001Q1MSZF;7,91
X002188IRT;9,2
X001AS5EHX;11,95
X001WMSH03;13,17
ZZVTK2MZJ6;20,83
X001BEZ29L;13,08
X001ZNYHP3;5,85
X001SSQCF3;10,19
X001L2A08L;10,4
X00239NN7B;5,76
ZZW1WSDQHU;9,78
X001SSWDEH;12,82
X001UMMSVJ;8,77
X001N6UMQP;7
X001RQHGRJ;8,44
ZZVW41EUX4;2,82
ZZW40U4WJS;4,9
ZZVRLKE70Y;11,6
ZZWXIIBFWU;10,45
X001YYGC3N;8,96
X001YWBXYD;11,95
X001U9LSIB;10,15
ZZVO10NUWI;2,28
ZZVSFGZZ8G;2,97
X0020YS5OZ;11,53
ZZWTYOUHW6;
X001ZECLYV;8,95
X001WBALVR;11,62
X001AD570H;9,21
X0020BGZEF;9,64
ZZVV16LAW2;24,45
X001Y8QXQP;13,08
X001R5YJ7F;8,74
ZZVQ41FG2O;24,95
X001UF0I7R;7,48
X001Z3YC8F;11,53
X001HS4QJX;8,17
X001UX6CD3;7,66
X001U403PF;7,92
X0016AV90B;7,84
X0023HCJUZ;6,71
X0016I89X3;22,07
X001MQ5879;16,78
X0020FHQRV;13,4
X001TDVQC1;5,71
X001WMJ9P5;7,66
ZZVR43PCUM;116,23
X001U60CK9;9,22
X000Y99H7H;19,54
X001WFKZ1T;6,44
ZZVRLGD7NQ;29,95
X001KRGKCH;9,64
X0020B7J3V;8,52
X001XUI5Q5;11,27
X001ROTZSJ;11,72
X0020B5KQ9;7,07
X001Y9G5I5;12,22
ZZW79L1J96;
X0025QKWFD;12,05
X001N3VOYH;7,91
X001U0JA85;15,83
ZZVNCBIGMQ;
X0011M6IAF;8,86
ZZVSBP3VC8;4,59
X001XY60VN;8,69
X00209FXCR;7,85
X001UMQ6GH;21,09
B0C2VP1T3C;9,89
X000Y99K0V;9,98
X001WKGH7Z;13,6
X0020FOOG7;8,69
ZZWME4ERRE;19,12
X0023FD3T3;7,97
X001Q14M4P;5,99
X001FMA7PX;8,06
X001Y9GEAJ;10,24
X00217KBIT;11,84
X0020IA4AJ;7,22
X0019HJ5W5;9,03
X001ZKT0RV;7,57
ZZVQ1WMD3G;45,6
X001X7OLRZ;4,32
X001OUZWLZ;17,72
X00225D8DP;9,96
X001V7WTJJ;11,87
X001S5C80T;7,4
X001YPG0P7;9,2
X0022MMTW9;10,07
X001HFCQAH;6,92
X0025JJWBF;10,89
X001VS3JER;9,04
X0028RPXR1;16
X0020BB2JD;8,34
X0020B7I0F;14,46
X0020FGOUV;12,56
X001N26E25;11,53
ZZX54CZIO8;21,77
X0027C93DH;6,94
X0021HJ2HZ;12,29
X001T942VH;8,48
ZZVMPVKJ2O;23,99
X0021O326P;8,04
X001X4ZUVJ;6,97
X001ZWUIQV;10,24
X001ZEQLKB;8,02
X001ZX5OO1;12,76
X000XVJX7Z;12,93
X001U51ZDD;13,77
X0027K6RZL;9,47
X001QAAHWH;11,53
X001XY6MA7;8,98
X001XNRTKF;8,17
X001SSUSXZ;7,34
X001N268WV;11,8
ZZVP2CBGSO;12,74
ZZVMS8ITJ4;
X001QT72IF;8,77
X0020FGMXP;8,69
X001XNPT3T;13,69
X001S5BNIR;17,39
X001KKXO9B;14,56
X001FV8T6X;19,49
X0020N07YH;9
X001N6UQDJ;6,95
ZZVMPBEBFU;7,85
X001QT54NZ;8,08
X001YX7KA3;8,93
X001Y8BJD7;9,98
X00225D8ZX;7,01
X0023A11HJ;7,83
X001BEEBDT;18,42
X001MKB72P;9,8
X0020FI7VP;7,2
X001Z4E6UN;11,1
X000V9EA1D;20,9
X0021DNLJ9;29,64
X00208JPQ3;8,9
X001ZI9PWX;10,23
X001URDRKF;12,31
X001VKDHDX;9,64
X001XNTSNV;8,52
X001VDB4CL;12,47
X001LG4MHH;9,64
X0028MOZ6V;7,74
X001J2J7Z5;7,35
X001X73Z9F;8,95
X001SCCATL;8,19
X001WZSGWJ;6,02
X0016TAANT;16,24
X001E5PBBV;9,8
ZZVMUTV3XU;30,52
X001XNTRV9;8,08
X001Y3OIBR;15,74
X001LKOI0T;12,47
ZZVQ46LSAI;1,43
ZZVWD98UJW;2,26
X0020TO0EJ;14,54
X002611RPB;16,27
ZZWP42EXUE;10,99
B0DRNJ8JXQ;4,99
X0026G9X1L;5,66
X00261ZFR7;12,62
ZZVPVOMZ2O;10,9
ZZVQRUC8IM;7,1
ZZVQ1K3OAE;4,99
X001JOP5B3;10,39
X001GUGSA7;11,26
X0020VEPNX;24,56
X001T1INKL;8,94
X001UF3YT1;5,48
X0024DCVY7;20,36
B0CHF9KBH3;29,64
X001NS2FMH;13,88
X0021YZ407;6,99
X001RXYAXF;14,39
X001SY5K3H;7,84
B08DTNZSFP;5,02
ZZVUFA3FDM;
X001YVLEFR;35,28
B0C3W8STL6;43,26
X001Y2ESNV;5,71
ZZVOOOGY9M;2,99
ZZVPNMRYI4;
B0BVG97Z29;27,49
X001ERSPV7;9,18
ZZWD8K4B1K;9,7
X001W7QWFF;7,19
X001SLXYVZ;18,96
X001XILLNB;7,98
X001VY44BX;9,6
X001Q0RILP;16,46
X001O3LB2V;130,9
X001ZZSSB5;6,99
X002314J8V;7,76
B0D7VRBJK1;4,99
X00253116Z;8,65
X001PVXDQ9;21,55
X001NOJ083;7,49
X001WJMQTJ;32,71
X001XYPQBD;7,98
X001QTMZ6J;35,14
B07HXG7S3K;
B0CHFBWVN9;28,36
B0DBV871K9;6,81
X001ZWEQYL;6,32
X001JME3SV;7,67
X001O8TTUH;8,96
X001X8WOZZ;10,84
X001CAG7VL;12,89
X001NRRTXD;9,61
X001O0TV4J;12,5
B0C2QKJGXR;24,51
B0DFCJK2Y9;2,26
X001YDS9FN;5,26
B08SWJ7FNZ;4,87
B07Y3G62QR;13,47
X001XARQZ1;7,68
B07XN1PXJ4;26
B0BFV7W5WL;11
X001HH97BB;9,54
X001TIYGM3;9,78
B0C2J6QLHB;20
B0C1XDK3ZL;6,56
X001JCOF8T;11,65
X001SO1PFJ;20
X0020RB32D;6,11
X001IEEJW5;4,73
B0DFCMJJ2C;2,26
B0C3W8NYH3;25,96
X0021AX2S7;15,22
X0021OI01H;5,51
X001R9BPE1;7,49
X001OZ5QX9;7,19
ZZVUFA3FDM;
X001WKR4UT;14,66
X001XHZFL1;10,1
B00V612VPY;8,99
ZZVPP4ROXA;
X00262VPGV;
X001LGY43J;10,79
X001NV1L3X;5,9
B0DFH9FFVW;14,73
X001A2KVTF;8,32
X001XYZJO7;6,99
X001TY6305;8,72
B09KKZ4QSL;13,66
X001OXMYKJ;21,91
X001JCOMBJ;12,68
X0020HV1TD;6,82
ZZVXIJAIZK;17,89
X001PLKIK3;10,65
X001PZIYMX;20,39
X001H6JIO3;12,06
ZZW2B4QL6M;
X0019IJLYL;16
X001ME0WKT;10,36
B0BXWZ3ZCL;6,16
X001U4109D;43,43
X001ULQDYX;15,84
X001MLXYL1;10,99
X0023HD79H;7,45
X001GVYT7P;15,33
X001X5LTZJ;6,99
X001E9K4UF;20,79
X001Y2QV7R;20,99
ZZVPX4DUXA;
X001KOP2T7;10,76
X001UVSU67;14,75
X0013T6DOR;20
B0893FXC48;16,63
X001YSZENX;14,57
X0021HGDFT;4,83
X001HG369L;20,19
X001U4YP31;11,91
X0017JDR3N;11,68
X001AKJBG1;10,39
ZZVUQMKCKS;6,5
X001JCOMDH;11,52
B0893GNY63;16,65
X001WPZCA3;8,84
B0DFCL299V;2,82
X001Y5TO7D;33,53
X001I8DIW3;7,98
X0025ZH8KV;8,76
X001E9K4Y1;19,37
X001W7HD3P;7,63
ZZVVMNA2H8;
ZZVXO9VMZE;
X00203YABD;9,16
X001MM05S5;10,99
X001WZQ7PR;7,15
X001H4UM9P;7,39
ZZW4HAJZTI;0,95
X001TYGMUV;27,34
X001ZRH3V9;13,65
X001GSIARX;12
X001T0X8U7;11,33
X001L4XXH9;9
X000TQZXCX;20
B077ZD9DRT;16,99
X001U3S4OD;31,14
X0018SDLM5;3,66
X001VMNZ9R;15
ZZVXV8PMZY;5,03
X001EXZO6P;14
B0CWMWLPTM;4,59
X001X3JLD3;13
X001GTDSLP;16,46
X001P1ES1N;11
B0DFCL21TZ;2,26
X001TPIFKP;19,27
X001HG4U4V;20,81
X001TX8KST;17,89
X001JCP7SB;12,58
X001GYDU7R;26,44
X001LPKGLT;9
X001RGCSC7;12
X001YT86XH;10,39
X001U6WD5B;41,38
B0BMM8KZ99;12,71
ZZVXV8VZW8;10,5
X001Z00KVB;12
X001WZGLAD;14,18
X001S41QNZ;8,79
X001KH5Q95;8,98
B0BMZDH1P9;8,47
X001QJ86B7;10,82
X000V0ZLMJ;10,99
X001XPBZLR;8
X0020247CB;39,21
X00126HUGB;11
ZZW63TKXEW;9,42
X001Y15DNB;5,37
B0BB9V416X;18,61
X0021LB5CV;5,71
X001ULUQSR;15,28
X001AQACKJ;6,66
X001MU37ZF;15,2
X0024DNWTF;18,63
X001JVPODF;18,67
X001HPJBK5;9,82
X001EACXUX;13,46
X001WCBP4D;6,06
B0CMGJ5RL7;9,24
X001HWP88H;18,83
X001L9UFAH;10,81
X001GYDJIR;26,28
X001TXE1QJ;11,65
X001ZRK2TJ;7,93
X001V5TPDT;7,56
X001TAA4SB;14,64
X001JCOF89;11,42
X002339VO1;6,06
X0025HVTQN;8,29
X0022QY56D;5,14
B0CTBCNFHP;4,69
X001JCOFGL;14,41
X0028AH9G1;16,77
B0DFCLWYBS;2,26
X001VVA4ND;2,39
X001KWGPQD;18,29
X001P1K3ZD;10,6
X0013W2VBD;7,85
X001TWL19P;5,55
X001U3Z8B5;39,34
ZZWEIT8JZE;11,5
X0026O2G85;39,86
ZZVUHLM06M;15,4
X001L1YA6Z;6,19
X001NRX80V;16,7
B0CPKS9CKX;14,79
X001VGR0ZN;10,17
X001FHODQH;9,35
X001M21ODF;14,77
B0DGPRJWPF;10,95
X001XDZHLD;4,21
X0020AD3IH;7,19
X0014K1YPX;11,87
X001Y14V0H;14,89
B0BBLTFB54;23,24
X001PLUWGN;10,65
X001MLXFVF;10,99
X001JCOFD9;13,05
X001ZAPQV5;7,85
X0024EK0RB;16,03
X0021D2MAX;6,5
X001LJGVGJ;13,09
X001P81WC9;9,9
X001S7QEXT;8,84
B0DFCLB9TB;2,82
X001T238WN;6,89
ZZW59DGXVU;9,89
X001VHITV1;23,59
B0DFMQ688J;2,75
X001MXR0RX;10,49
X001VY6K51;15,16
X001H4SD2X;5,34
X001XGNAQT;15,78
X001B2XJ43;5,2
X001W8XA7R;8,44
X001UWBNKV;8,8
X001JCMTFP;11,42
X001437GI9;8,42
B0CV3B9CZY;9,12
X001VX6H4V;16,06
X001MR5WIX;11
X001PVXDQJ;23,37
X001E9QMGP;43,59
B0D6WDS729;24,98
X001VB8845;12
B01N7XMUQX;
X001Z0EGM5;8,59
X001OYDCLX;6,68
X001D9NMVT;12,99
B0D2QR2Y3L;8,16
X00221DKFF;24
B0DFCH7KT4;2,82
X001N2DKKJ;11,99
X001WNI3T7;34,15
ZZVSNQZ7R2;2,26
X00202OCOJ;9,12
ZZWHCJGLX4;
X001ZP0GWT;9,83
X001Q79X2F;5,48
X001W2OHCZ;63,63
X001U0M9J7;9,97
ZZVUP8LC5C;
X001VVQUQ3;9,35
X0023FUCDD;7,75
B0D3RL2X8G;26,99
X001HBALRV;23,4
ZZWHCOSR0E;
X001Q8WVCD;11,66
X001DLSPJ1;14,05
X001NU6A4T;5,24
X001N1RIZD;6,93
X0022N2G5D;
X00220X3TT;15,07
X001YSBXFB;8,93
X001XK6JIL;7,99
X001VROYKB;3,31
X0020JQB4V;3,75
X001IXY575;15,67
X0023T5N6F;5,52
ZZWE52AJG6;
X001BNWOTN;26,65
X001S51QEN;4
X001XOLWWF;9,9
X0019VUL7J;10,51
X001LBUCMV;15,72
X001SHTP9T;14,48
ZZW4KZDOTW;
ZZWN17F5GK;
X00218CPA5;3,99
X001ZKSJPZ;10,75
X001SHVDM1;12,79
ZZW2EW6OZY;
X0022X93O5;12,61
X001BNXE9H;14
X001PXSASD;13
ZZWDOKON0I;8,3
X00245598F;14,31
X001IUWMJ1;8,98
X001V5FEU7;9,22
X001UNJK1J;8,84
X001NC6SW1;8,99
X00233KLXB;6,98
X001TQU98Z;13,99
X001XY9CM7;8,52
X001RGY6YF;8,35
X001T09Y73;36,03
X0022X93NV;13,75
X001THGOJR;4,49
X001PTR1UZ;23,05
X001XXFV5F;26
X0022N9NSL;2,16
X0021SU50H;6,89
B0D3HXTQMC;14,5
X001R9MVK3;3,91
X001EU798J;8
B0DDXSRB7Y;12,65
ZZWXSJKPQ6;13,19
X00218GNIZ;5,7
X001NUBIE1;4,18
X001Q1LPVX;38
X001VG1OSH;13,77
X001EU77XV;8
X001W76XTZ;18,93
X001ZRIYAX;10,54
ZZVTBMIQSY;43,53
X001QF8C3D;19,99
ZZVUQPAB9W;15,45
ZZVUR0WZVS;1,17
ZZVPCPP6ZU;31,91
X001XINHZV;13,14
X001J3OK5B;10,42
X0015SZCKH;13,79
X001NU7DN1;5,27
X001XUW2JL;4,34
X001VAOA9N;38,52
X00231B4JX;7,85
X0020JCJPB;2,11
X001IY1J5Z;12,86
ZZW1EWRMB0;
X001VLY2LD;10,94
X001FIUGLR;19,99
X001ZKV9QB;10,75
X001ZKV7N1;10,07
X0020JOC4H;3,64
X0022QAKQR;3,94
X001W1IY39;9,99
ZZVXRTMCNC;
X001UNJ2E9;7,07
X001XIGU5F;14,96
X001UA4V7P;5,03
X00202NUY7;7,98
X000XH7B0F;6,81
X001EU782L;10,36
X0020JM9WJ;2,23
X0022MZTS5;3,95
X001IXY0H5;15,67
ZZW8DL2ZQC;
B0DH1VXH48;
X0024557JV;25,02
ZZVX9B96JG;
ZZWCJB98E4;
X001QVZCOJ;7,95
X001XZ1QZH;5,52
X001S6SOLZ;8,84
X0021MP2VF;7,99
X00201AOF1;11,41
X001O568X1;17
ZZVWRJOSLW;
X001Q3U0E9;11,85
X00222Z2M3;7,99
X001X25PJX;4,13
ZZVTW0GOXE;
X001Q8VIK9;15,45
X002018M73;35,99
X0022Z52E3;29,11
X001BYKZLB;12,49
X001ZKSZI1;13,4
X0020JCOFL;2,23
B00452PT1E;10,98
X001XVMQD7;6,18
X001VAZ0CT;11
X001Y0WYL1;2,83
ZZVPMYW82U;11,25
X0021YCTNH;8,98
ZZVXJYNKQ8;4,57
X00216GLCZ;6,39
X001WX529V;5,96
ZZVRTJBLWE;
ZZVUQM51X6;
ZZVP1FXJUA;11,25
ZZW30I1KL4;23,43
X0022FOW6H;4,91
X001MG74OJ;9,21
X0015T1DVX;9,71
ZZVXSCZ4OC;11,5
ZZWHCOSR0E;
X00261CIBD;5,33
B09C8YG5SW;95,59
X001CKQVHV;19,24
ZZVXSA2Y92;8,25
ZZVXUH7E5M;10,07
X0020G03JD;11,15
X001X90DLB;10,15
X001XZCILD;11,39
X00103IOAH;8,89
ZZVUFA3FDM;
X001TT9HPD;10,76
ZZVPMYW82U;14,85
X001SGKLGB;13,91
X00221PXQJ;6,37
B08R8HFPZD;23,43
X001Y11JJD;6,18
X0024IEW49;10,26
X001T9594L;3,99
ZZW3FTRG0M;4,55
B01LY6W2YH;
ZZVXSC97F4;
ZZVXLEWCOC;
ZZW55RXNRC;
X001L1KOV5;6,18
ZZVNM2NDQO;12,9
X001PEIWXZ;7,7
ZZY13KO7KK;
X001CNGLTB;15,19
ZZVPAV7834;13,32
ZZVXQICC70;4,99
X001TK4HGL;6,71
ZZVXIGWHDO;6,29
ZZVXSAFPUW;4,18
ZZVP26E8VC;11,25
X001TYGQIJ;26,21
X001AD3IR1;14,77
ZZVTSI989M;3,15
X001MPQHX9;19
ZZWWUVT45G;
ZZWC8TJ01S;
ZZWPIQMI80;1,85
ZZWMW9ZES2;
ZZWGVJDHSS;
X001U2BI33;4,96
X001EUKDM3;20,1
ZZVOX1D0CU;19,72
ZZVQJPD0ZA;1,43
X001SBDZ9B;24,62
X0019M2FLX;170,3
ZZW6WVKX2S;7,73
ZZVN0PNMDW;15,75
X001XVB57P;14,96
X0013Q76EB;10,72
B01D1TN1YS;
ZZW4RXHKJ2;
X001U6SR8N;10,72
X00207AYCX;6,59
ZZVSU1IH7W;
X001RM7MJ5;10,49
ZZVWO4UGXY;2,89
X001MPQO41;19
ZZWC5AVGVM;
ZZVXSCG45A;9,87
X001WKD56V;14,99
X001M2YHC5;11,52
X001M5XYUX;11,5
ZZVXS9OFJ0;
ZZVS4GX0TI;9,24
ZZWUIQ9CCU;
ZZVPMYW82U;14,84
ZZWUU4N32A;5,45
ZZVWLK5EEW;18,5
X001XSG0XH;5,41
ZZWRQDD3CS;1,81
X0021FB9RX;5,9
B01N7XMUQX;
ZZVQMNKEHQ;
ZZWDKRP2ZA;6,38
X001M692GR;11,49
X001CKO4ED;18,99
ZZWB3EXFKQ;
ZZW4WN4612;14,56
X001EFFTEZ;28,84
ZZVPUECIPO;
ZZVN13J86S;13,45
X001CDAF2P;8,59
ZZVNDSBMEW;6,99
X001RN3USV;7,79
ZZVVNYRRMO;
ZZZZ6O10M3;
ZZX4IX1PHS;89,9
ZZVXSA86K8;14,15
ZZWXZEUC94;
ZZVXSD4Y4M;7,99
ZZWD9OVDXO;4,6
ZZWYYMXNPG;8,96
ZZWKU0BWHW;6,5
ZZVRH233R4;
B07DR3J3P8;11,84
X0014HOFW5;9,83
ZZVONJQ420;
ZZW1D8QYPA;5,93
ZZVPZ427MS;
ZZVO1UL0RA;
X001TF8S1B;11,33
X001VAYUKH;11,7
X0020N7IGH;9,42
ZZW6VJRUO0;
ZZVNHX0M3A;1,89
ZZWEAPD22Q;
ZZW0ZTXI98;
ZZWZDBKRCE;
ZZVRSGQZ9W;
X001UVXB1B;15,72
X001YGG1KP;4,96
B00HDFZNN4;22,95
ZZW51ULIM0;
ZZXIXVBWUG;3,66
X001Z3JD39;6,49
X001JVLYLL;10,45
X001U0L461;11,75
ZZVWXU0WLA;20,07
X001WGMS2H;5,99
X0024R5JUL;11,76
ZZWFYDFG7M;
X001X7A6C9;4,6
X00232F0OH;5,5
ZZVX3C5XMU;
X001I4W111;18
X001MIJ977;7,78
B0BWHCV1NW;7,85
ZZWCDHFA9G;
X0022FN62X;4,76
ZZW5OJ3AUG;
X0022Y11T9;3,64
X001TH3PLH;8,96
ZZX0FCX72C;
X002533TND;7,51
X001LJ9RMJ;11,78
X001AQ1VQ3;8,98
X001MGTYBP;13,33
X000UXI6W9;11,67
ZZW0CUY1DM;2,39
ZZX0FR9UBY;
B0CTQBSG2L;2,56
X0016FR5H7;4,99
X001ZP1BZF;8,65
X00281HKZF;
ZZVWSA1SUE;
X001M6ZH8T;11,6
X001VKAG4L;17,34
X0021JK83Z;7,45
X0029L7C61;
X00209I3N3;5,9
ZZVY825OU0;
X001U790BP;11,79
X001SUAGL7;15,09
X001T7HU3L;16,78
X001U9IF6T;8,02
ZZWFPTO1KI;
B092QW85TF;1,52
X00218DGPN;7,86
X0020MH2LJ;8,97
ZZW5ASHGP6;
ZZX4HLKLLM;
B004BU00ZA;7,8
ZZX06GF35G;
X0020VOX1R;5,49
ZZVTI3RD5S;
ZZVO00KI8S;
X0022ZSENT;3,62
X001D0L3CN;15,42
ZZX1QRALV0;
B0CD1S867T;10,24
ZZW2J81RKK;
B000LFTL9A;6,28
B09ZJ57TQL;
ZZW514T6PC;
X001J7KT5H;4,32
ZZWIAKRH8M;
X001SAQ5KX;7,41
X0021PRJDB;6,64
X0020H85GF;2,51
X00207JH2V;6,93
X00207JX6B;5,19
B000LFXZ5G;13,45
ZZVOYOP41Q;32,6
X00239HZHP;9,45
ZZWD2OAAP8;
ZZWFHPFFMS;
X001XSD3JB;17
X00233NUUR;3,68
X0022QYVK3;8,33
X0022QIJD3;3,62
X001YP9NPB;101,26
B000LFXC5Y;15,28
X001Q4NJF5;6,23
X001ULM8ZB;19,18
B09FDHKYP5;19,22
X001N253DB;6,7
X001KKWUUF;4,32
X001W1BUTT;9,07
B000LFW27S;15,94
ZZW96TYYV4;
X0022NUXT9;3,62
X0018LFJDB;13,88
X001XEL74N;50,6
ZZWNL7Q8O8;
X001RYJUN9;11
X001UWKJSN;18,43
X0029O4KCR;
X0023BU6TH;7,99
X0022UGXB9;16
X0011ECBEP;12
X001SIR6J9;8,98
X0020Y1WCH;10,72
ZZVYES51II;
ZZW58UD26S;
X001ZP0PWZ;10,56
X001GMMMSR;10,47
X0023AJ8FV;6,93
B07NC8PWDM;
X001SCOD1J;6,61
ZZWU6WDCTA;
X001ZQMY87;16,7
B0CKXHTBRM;6,45
ZZW1PE8GYE;
ZZWV1I97D8;5,99
X001Z4K49F;8,66
ZZW6X0NXKW;
X001R8T9AT;9,51
X0020VG3XN;7,39
B07F3GTXWC;9,67
ZZVPW9F426;
X0021VX66T;23,48
X0022WTREH;89,31
B08RQHFCWC;
X001T66KA1;9,71
X0025DRSJJ;7,97
ZZWVKJ4HEW;
X001ZRZWPD;7,98
ZZWGB64JPQ;
X001U0LIHB;8,98
ZZVPV8OKKA;
B0CP73P5ST;8,9
X001WNNIIN;8,63
ZZVYR9R3W6;0,95
ZZW9XS6FPQ;
X001XPYEFB;8,6
X0010RNXL3;11,28
X001SYWHA1;6,91
ZZVZO1UT4K;
B011HQPVO0;
X001RPQ3UL;19,5
ZZWVINDH7I;
B000LFTH94;17,09
ZZVUQMREQS;4,97
X00202OO3N;8,65
ZZWRJ8B5X4;
X001FEK7QZ;14,33
ZZVQV51SXO;
ZZVWXL3KRM;
X001XR57JB;8,6
X0023J4ZR3;4,99
X00234XXXP;
ZZWT0P57OM;
X001ZO2GO1;5,79
ZZVW82S2Y2;
X0020ENFB3;50,89
